var	Year	ALB	DZA	AGO	ARG	ARM	AUS	AUT	AZE	BHS	BHR	BGD	BLR	BEL	BOL	BWA	BRA	BRN	BGR	BFA	CMR	CAN	CHL	CHN	COL	COG	ZAR	CRI	CIV	HRV	CUB	CYP	CZE	DNK	DOM	ECU	EGY	SLV	EST	ETH	FIN	FRA	GAB	GMB	DEU	GHA	GRC	GTM	GIN	GNB	GUY	HTI	HND	HKG	HUN	ISL	IND	IDN	IRN	IRQ	IRL	ISR	ITA	JAM	JPN	JOR	KAZ	KEN	PRK	KOR	KWT	LVA	LBN	LBR	LBY	LTU	LUX	MDG	MWI	MYS	MLI	MLT	MEX	MDA	MNG	MAR	MOZ	MMR	NAM	NLD	NZL	NIC	NER	NGA	NOR	OMN	PAK	PAN	PNG	PRY	PER	PHL	POL	PRT	QAT	ROM	RUS	SAU	SEN	SRB	SLE	SGP	SVK	SVN	SOM	ZAF	ESP	LKA	SDN	SUR	SWE	CHE	SYR	TWN	TZA	THA	TGO	TTO	TUN	TUR	ARE	UGA	UKR	GBR	USA	URY	VEN	VNM	YEM	ZMB	ZWE
GE	1996	0.25	0.25	0.75	0.50		1.00	1.00		0.75	0.50	0.25		1.00	0.25	0.50	0.75	0.88	0.50	0.25	0.75	1.00	0.75	0.50	0.75	0.25	0.25	0.50	0.75		0.25	0.88	0.75	1.00	0.50	0.50	0.50	0.25		0.25	0.88	0.88	0.75	0.50	1.00	0.75	0.75	0.25	0.25	0.25	0.50	0.00	0.25	0.88	0.88	1.00	0.75	0.50	0.75	0.25	1.00	0.88	0.88	0.75	0.88	0.75		0.75	0.25	0.88	0.50		0.25	0.00	0.50		1.00	0.25	0.25	0.75	0.00	0.88	0.50		0.50	0.50	0.50	0.25	0.88	1.00	1.00	0.25	0.25	0.50	1.00	0.75	0.50	0.25	0.75	0.50	0.25	0.50	0.88	0.75	0.50	0.25	0.50	0.50	0.50	0.50	0.25	0.88	0.88		0.00	0.75	0.88	0.50	0.25	0.25	1.00	1.00	0.50	0.88	0.25	0.75	0.25	0.50	0.50	0.75	0.50	0.25		1.00	1.00	0.75	0.50	0.50	0.50	0.25	0.75
GE	1998	0.25	0.50	0.25	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.75	0.50	0.25	0.25	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.50	0.50	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.75	0.25	1.00	1.00	0.50	0.50	1.00	0.50	0.75	0.50	0.50	0.25	0.75	0.00	0.50	0.75	1.00	1.00	0.75	0.50	0.50	0.00	1.00	1.00	0.75	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.50	0.50	0.00	0.25	0.50	1.00	0.25	0.50	0.75	0.00	0.75	0.75	0.50	0.50	0.50	0.00	0.25	0.50	1.00	1.00	0.25	0.25	0.00	1.00	0.50	0.50	0.75	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.25	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.50
GE	2000	0.25	0.50	0.25	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.75	0.50	0.25	0.25	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.75	0.25	1.00	1.00	0.50	0.50	1.00	0.50	0.75	0.50	0.50	0.25	0.75	0.00	0.50	0.75	1.00	1.00	0.75	0.75	0.50	0.00	1.00	1.00	0.75	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.50	0.50	0.00	0.25	0.50	1.00	0.25	0.50	0.75	0.00	0.75	0.75	0.50	0.50	0.50	0.00	0.25	0.50	1.00	1.00	0.25	0.25	0.25	1.00	0.50	0.50	0.75	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	1.00	0.50	0.25	0.50	1.00	1.00	0.25	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.50
GE	2002	0.50	0.50	0.25	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.75	0.50	0.25	0.25	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.25	1.00	0.75	0.50	0.50	1.00	0.50	0.75	0.50	0.50	0.25	0.75	0.00	0.50	0.75	1.00	1.00	0.75	0.50	0.50	0.00	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.50	0.75	0.00	0.75	0.75	0.50	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.25	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	1.00	0.50	0.25	0.50	1.00	1.00	0.25	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.50
GE	2003	0.50	0.50	0.25	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.75	0.50	0.25	0.25	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.25	1.00	0.75	0.50	0.50	1.00	0.50	0.75	0.50	0.50	0.25	0.75	0.00	0.50	0.75	1.00	1.00	0.75	0.50	0.50	0.00	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.50	0.75	0.00	0.75	0.75	0.50	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.25	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	1.00	0.50	0.25	0.50	1.00	1.00	0.25	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.50
GE	2004	0.50	0.50	0.25	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.75	0.50	0.25	0.25	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.25	1.00	0.75	0.25	0.50	1.00	0.50	0.75	0.50	0.50	0.25	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.00	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.50	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.25	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.25	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.50
GE	2005	0.50	0.50	0.25	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.75	0.50	0.25	0.25	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.25	1.00	0.75	0.25	0.50	1.00	0.50	0.75	0.50	0.50	0.25	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.00	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.50	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.25	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.25	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2006	0.50	0.50	0.25	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.88	0.50	0.25	0.25	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.25	1.00	0.75	0.25	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.00	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.50	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.25	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.25	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2007	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.88	0.50	0.25	0.25	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.25	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.00	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.50	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.25	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.25	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2008	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.25	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.63	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2009	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.63	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2010	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.63	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2011	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.63	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2012	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.50	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.25	0.63	1.00	0.25	0.63	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2013	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.63	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.38	0.63	1.00	0.25	0.63	0.75	0.00	0.75	0.75	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2014	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.25	1.00	0.63	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.38	0.63	1.00	0.25	0.63	0.75	0.00	0.75	0.63	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2015	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.38	1.00	0.63	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.38	0.63	1.00	0.25	0.63	0.75	0.00	0.75	0.63	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.25	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.75	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2016	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.38	1.00	0.63	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.38	0.63	1.00	0.38	0.63	0.75	0.00	0.75	0.63	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.38	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.88	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2017	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.38	1.00	0.63	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.50	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.38	0.63	1.00	0.38	0.63	0.75	0.00	0.75	0.63	0.25	0.50	0.50	0.25	0.25	0.50	1.00	1.00	0.25	0.38	0.25	1.00	0.50	0.50	0.50	0.50	0.38	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.88	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2018	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.38	1.00	0.63	0.50	0.50	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.50	1.00	0.75	1.00	0.25	0.50	0.50	0.50	0.63	0.38	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.63	0.50	0.38	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.50	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.50	0.50	0.00	0.75	0.50	0.63	0.50	0.00	0.38	0.63	1.00	0.38	0.63	0.75	0.00	0.75	0.63	0.25	0.63	0.50	0.50	0.25	0.50	1.00	1.00	0.25	0.38	0.38	1.00	0.50	0.50	0.50	0.50	0.38	0.50	0.75	0.75	0.75	0.50	0.25	0.25	0.50	0.25	0.50	0.00	1.00	0.75	0.88	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.50	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2019	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.50	0.50	0.38	1.00	0.63	0.63	0.63	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.63	1.00	0.75	1.00	0.25	0.50	0.63	0.50	0.63	0.50	1.00	0.75	0.38	0.50	1.00	0.63	0.75	0.63	0.50	0.50	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.63	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.75	0.63	0.00	0.75	0.50	0.63	0.50	0.00	0.38	0.63	1.00	0.50	0.63	0.75	0.00	0.75	0.63	0.25	0.63	0.50	0.50	0.25	0.50	1.00	1.00	0.25	0.38	0.38	1.00	0.50	0.50	0.50	0.50	0.38	0.63	0.75	0.75	0.75	0.50	0.25	0.50	0.50	0.38	0.50	0.00	1.00	0.75	0.88	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.63	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
GE	2020	0.50	0.50	0.38	0.75	0.25	1.00	1.00	0.25	0.75	0.63	0.50	0.38	1.00	0.63	0.63	0.63	0.88	0.50	0.25	0.38	1.00	0.75	0.50	0.50	0.25	0.00	0.50	0.00	0.75	0.63	1.00	0.75	1.00	0.25	0.50	0.63	0.50	0.63	0.50	1.00	0.88	0.38	0.50	1.00	0.63	0.75	0.63	0.50	0.50	0.75	0.00	0.50	0.75	0.75	1.00	0.75	0.63	0.50	0.38	1.00	1.00	0.63	0.75	1.00	0.50	0.75	0.63	0.00	0.75	0.50	0.75	0.50	0.00	0.38	0.63	1.00	0.50	0.63	0.75	0.00	0.75	0.63	0.25	0.63	0.50	0.50	0.25	0.50	1.00	1.00	0.25	0.38	0.38	1.00	0.50	0.50	0.50	0.50	0.38	0.63	0.75	0.75	0.75	0.50	0.25	0.50	0.50	0.38	0.50	0.00	1.00	0.75	0.88	0.00	0.50	0.75	0.50	0.25	0.50	1.00	1.00	0.38	0.75	0.25	0.50	0.00	0.75	0.63	0.50	0.75	0.50	0.25	1.00	1.00	0.50	0.25	0.50	0.25	0.25	0.38
PV	1996	0.89	0.64	0.67	0.89		0.94	0.91		0.89	0.76	0.85		0.89	0.67	0.84	0.78	0.87	0.87	0.60	0.54	0.81	0.93	0.87	0.59	0.69	0.25	0.84	0.60		0.91	0.67	0.91	0.93	0.83	0.76	0.73	0.84		0.76	0.86	0.83	0.71	0.82	0.89	0.74	0.86	0.83	0.53	0.49	0.72	0.58	0.64	0.87	0.89	0.91	0.67	0.72	0.86	0.38	0.95	0.43	0.95	0.84	0.89	0.84		0.80	0.75	0.89	0.84		0.71	0.44	0.67		0.94	0.76	0.78	0.89	0.71	0.91	0.75		0.89	0.84	0.69	0.72	0.89	0.93	0.89	0.80	0.76	0.73	0.89	0.87	0.78	0.71	0.74	0.82	0.69	0.84	0.95	0.95	0.86	0.89	0.69	0.82	0.58	0.69	0.58	0.95	0.84		0.38	0.73	0.84	0.52	0.32	0.83	0.89	0.89	0.86	0.87	0.73	0.84	0.58	0.76	0.84	0.61	0.80	0.60		0.82	0.84	0.80	0.80	0.93	0.82	0.75	0.78
